,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
,-0.7885212898254395,0.9354050159454346,-0.4074968695640564,-0.003975084517151117,0.6095995903015137,-0.40308552980422974,-0.42563390731811523,-0.5595932006835938,-0.21678413450717926,0.868848979473114,-0.22943709790706635,-0.8063373565673828,0.5897508263587952,0.6257134079933167,0.6777061223983765,-0.24134452641010284,0.936502993106842,-0.7610362768173218,0.2273411601781845,0.7731335163116455,-0.2840316593647003,0.2802495062351227,0.31258419156074524,0.0614909790456295,-0.6114863157272339,-0.32090938091278076,0.4465210735797882,0.19314979016780853,0.5943920612335205,0.4446461796760559,0.5831112265586853,-0.7026926875114441,0.16115176677703857,0.8593781590461731,0.1441267728805542,-0.3802359402179718,-0.4514206647872925,0.6842390894889832,-0.7223427891731262,-1.1608535051345825
 a companion of Paul's who sent greetings to the R,-0.7726730704307556,0.832842230796814,-0.39849206805229187,-0.7710064053535461,-0.050114069133996964,-0.5759539008140564,-0.7757856845855713,-0.5336557030677795,-0.0915454849600792,0.9046440720558167,-0.19691668450832367,-0.6143872737884521,0.5753733515739441,0.5065416097640991,0.5894102454185486,-0.19392907619476318,0.39478999376296997,-0.27081233263015747,0.18484097719192505,0.35501036047935486,-1.2335317134857178,0.763867974281311,0.36916977167129517,0.07291954755783081,-0.4173600375652313,1.144214153289795,0.4825962781906128,-0.06692883372306824,0.609650731086731,0.08722080290317535,0.6335065364837646,-0.5473799109458923,0.8534036874771118,0.44157272577285767,0.7222188711166382,-0.7396541237831116,-0.4573158621788025,0.6475452780723572,-0.44981762766838074,0.07767292857170105
"""the beloved"" to whom John addresses his third epi",-0.27305158972740173,0.7117770314216614,-0.4049796760082245,-0.5044967532157898,0.3969670534133911,-0.5965578556060791,-0.9827977418899536,-0.4702550172805786,-0.23115292191505432,-0.11033647507429123,-0.3648328483104706,-0.5576297044754028,0.3592449128627777,0.5105838775634766,1.116766095161438,-0.4549611806869507,0.3605998456478119,-0.7772318720817566,0.38627180457115173,-0.11773775517940521,-1.0213042497634888,0.9267141819000244,0.8323735594749451,-0.1183832585811615,-0.32186031341552734,0.5179355144500732,0.668533205986023,0.40552738308906555,0.6298748850822449,0.6333314180374146,0.6028385758399963,-0.6698529124259949,0.5001131892204285,0.3816297650337219,0.6222813725471497,-0.3768173158168793,-0.6705427765846252,0.6728574633598328,-0.6518020629882812,-0.07504960149526596
0,0.13588576018810272,0.3173280358314514,0.08387797325849533,-0.011244569905102253,1.2893143892288208,-0.6703945994377136,-0.5520765781402588,-0.477368026971817,-0.2162177711725235,0.38846179842948914,-0.6425374746322632,0.26067474484443665,-0.7196106314659119,0.9915267825126648,0.9037864208221436,0.3751494884490967,-0.17805267870426178,0.7266241312026978,-2.798264741897583,1.097711205482483,-0.9643280506134033,1.718288540840149,0.5342967510223389,-0.21290281414985657,-0.03704286739230156,1.1402134895324707,1.1520713567733765,0.47884902358055115,-0.08341287821531296,1.4516772031784058,-0.10040586441755295,0.37361305952072144,-0.007539586629718542,1.1989517211914062,0.7505985498428345,-0.6020657420158386,-1.3522965908050537,-0.2506254315376282,-0.9601119756698608,-0.7669946551322937
14.24733299483093,-0.4144824743270874,0.23295889794826508,-0.5076924562454224,-0.6281219124794006,0.524886965751648,-0.6105509400367737,-0.810989499092102,-0.11158103495836258,-0.2215748131275177,0.8045651912689209,-0.6694808602333069,-0.5468878149986267,0.6380184888839722,0.5858501195907593,0.628078281879425,-0.9723362922668457,-0.5406726598739624,-0.0016921062488108873,-0.3832511007785797,0.41037169098854065,-0.45637571811676025,0.46718907356262207,1.165876030921936,-0.12725867331027985,-0.4983009994029999,0.4274383783340454,0.5851311683654785,0.09478480368852615,0.20652222633361816,0.3624676465988159,0.640051543712616,-0.9383832812309265,0.5005596280097961,0.6447809338569641,0.020824704319238663,-0.4640929698944092,-0.6567624807357788,0.7729238271713257,-0.7110853791236877,-0.5069177150726318
14.53243601407711,-0.4345978796482086,0.8921937346458435,-0.5750104188919067,-0.6639252305030823,0.8213083744049072,-0.501987874507904,-0.6685225963592529,-0.8848905563354492,-0.46167927980422974,0.5468910932540894,-0.6857712864875793,-0.5125793814659119,0.5856214165687561,0.32240283489227295,0.5005230903625488,-0.7262354493141174,-0.12036309391260147,-0.19183875620365143,0.011976737529039383,0.6654877662658691,-1.3601820468902588,0.6072050929069519,0.4718889594078064,-0.15550298988819122,-0.36090415716171265,0.778157651424408,0.5310571193695068,0.17985861003398895,0.18852588534355164,0.47300755977630615,0.6490166187286377,0.2434648722410202,0.4231877326965332,0.654545783996582,1.1467242240905762,-0.3077307343482971,-0.481636106967926,0.6255188584327698,-0.5577185153961182,-0.3878709077835083
15.29666086592392,-0.4360075891017914,0.7876666784286499,-0.5639082789421082,-0.6743448972702026,0.4418775141239166,-0.5223849415779114,-1.338015079498291,-0.6036706566810608,-0.09700507670640945,0.5378360152244568,-0.7420053482055664,-0.6025044322013855,0.6247859597206116,0.2656652331352234,0.6850040555000305,0.006345244124531746,-0.5758009552955627,-0.5503401756286621,-1.0953508615493774,0.8195387721061707,-1.0766172409057617,0.7050490379333496,0.27257242798805237,-0.25215405225753784,-0.41307705640792847,0.436315655708313,0.6267231702804565,0.29683059453964233,0.45394065976142883,0.29475563764572144,0.4489186108112335,-0.7157454490661621,0.3064616620540619,0.7043299674987793,0.7610175609588623,-0.5784213542938232,-0.34138116240501404,0.784426212310791,-0.4949316382408142,-0.5164504051208496
15.64606604911537,-0.48721686005592346,0.6313268542289734,-0.6195595264434814,-0.7093056440353394,0.6066846251487732,-0.6338447332382202,-1.1607131958007812,-1.0986957550048828,-0.2555982172489166,0.7480989098548889,-0.6763805150985718,-0.637414813041687,0.6962687373161316,0.3153221309185028,0.7642574310302734,0.14369834959506989,0.03838594630360603,-0.5110872387886047,0.18476858735084534,0.3126361072063446,-0.5756431818008423,0.5690865516662598,0.4218224883079529,-0.20133425295352936,-0.3281451165676117,0.5304396152496338,0.46543776988983154,0.18683728575706482,0.04766814038157463,0.3743837773799896,0.628472089767456,-0.8035258054733276,0.46744394302368164,0.748603880405426,1.1203303337097168,-0.30813074111938477,-0.5424599051475525,0.6376837491989136,-0.6178153157234192,-0.5099775791168213
22.25122790151288,-0.23398686945438385,0.8443632125854492,-0.5180326104164124,-0.6886447668075562,0.690203070640564,-0.4200257360935211,-0.5827217698097229,-0.6352291107177734,-0.43337512016296387,0.8253660202026367,-0.6680496335029602,-0.5973132252693176,0.6054791212081909,0.49859440326690674,0.6993033289909363,-0.3469376564025879,-0.22847940027713776,0.03270615264773369,-0.6013364195823669,0.3825472891330719,-0.3202204406261444,0.4690031409263611,-0.2618749439716339,-0.04504939913749695,-0.39041823148727417,0.37243762612342834,0.6585751175880432,0.257866770029068,0.20271404087543488,0.2385120689868927,0.6996273398399353,-0.011494733393192291,0.5198497176170349,0.6671873927116394,1.1435922384262085,-0.7700424790382385,-0.8078764081001282,0.6505131721496582,-0.687394380569458,-0.8505669832229614
22.88904528961036,-0.3845534324645996,0.4578704535961151,-0.5137346982955933,-0.6626551151275635,0.614028811454773,-1.0764724016189575,-0.5659149885177612,0.4071968197822571,-0.3827078938484192,0.5031450986862183,-0.6699807047843933,-0.6081017851829529,0.650476336479187,0.7055575847625732,0.6596776843070984,-0.13635091483592987,-0.00964363757520914,0.03123745135962963,0.10149870812892914,0.7370695471763611,-1.3302921056747437,0.7541710138320923,0.6578852534294128,-0.24086184799671173,-0.36893174052238464,0.5543400049209595,0.5490542054176331,0.11438453197479248,0.33305856585502625,0.48198553919792175,0.6644740104675293,-0.8061668276786804,0.5238381624221802,0.7614692449569702,0.5444554686546326,-0.5729686617851257,-0.41240394115448,0.651372492313385,-0.6277450919151306,-0.28117039799690247
